,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,YearRemodAddIsMissing,HouseAge,RemodelAge,RatioBsmt,HasSecondFloor,AvgRoomSize,HasGarage,GarageAge,HasWoodDeck,TotalPorchSF,HasPorch,HasMiscFeature
740,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,264.0,GasA,Ex,Y,SBrkr,1432,0.0,0.0,2,0,2,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,Gd,Y,270,0,Ex,GdPrv,Shed,5,2007,WD,Abnorml,0,97,5.0,0.0,1,204.57142857142858,1,97.0,1,112,1,0
741,20,RL,65.0,6768,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,912.0,GasA,Gd,Y,SBrkr,912,1.0,1.0,1,0,3,1,Gd,Typ,0,TA,Detchd,Unf,1.0,TA,TA,Y,168,0,Ex,GdPrv,Shed,5,2008,WD,Normal,0,47,12.0,0.9122807017543859,0,182.4,1,46.0,1,0,0,0
742,20,RL,65.0,8450,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1349.0,GasA,Ex,Y,SBrkr,1349,0.0,0.0,2,0,3,1,TA,Typ,0,TA,Attchd,Unf,2.0,TA,TA,Y,120,0,Ex,GdPrv,Shed,12,2007,WD,Normal,0,7,6.0,0.0,0,224.83333333333334,1,7.0,1,55,1,0
743,80,RL,70.0,12886,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,520.0,GasA,Ex,Y,SBrkr,1464,0.0,1.0,2,0,3,1,TA,Min2,1,TA,Attchd,RFn,2.0,TA,TA,Y,302,0,Ex,MnPrv,Shed,10,2009,WD,Normal,0,46,10.0,0.8538461538461538,0,244.0,1,12.0,1,100,1,0
744,120,RL,41.0,5395,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1337.0,GasA,Gd,Y,SBrkr,1337,1.0,0.0,2,0,2,1,Gd,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,96,0,Ex,MnPrv,Shed,10,2008,WD,Normal,0,15,15.0,0.5482423335826477,0,267.4,1,15.0,1,238,1,0
745,60,RL,80.0,8963,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,1142.0,GasA,Ex,Y,SBrkr,2715,0.0,1.0,3,1,4,1,Gd,Typ,2,TA,BuiltIn,Fin,2.0,TA,TA,Y,0,0,Fa,MnPrv,Shed,7,2008,WD,Normal,0,32,12.0,0.5735551663747811,1,246.8181818181818,1,14.0,0,204,1,0
746,60,RL,64.0,8795,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,952.0,GasA,Ex,Y,SBrkr,2256,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,BuiltIn,Fin,2.0,TA,TA,Y,224,0,Ex,MnPrv,Shed,4,2009,WD,Normal,0,9,9.0,0.31512605042016806,1,282.0,1,9.0,1,54,1,0
747,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,BrkFace,0.0,Gd,TA,Stone,TA,Fa,No,Unf,Unf,1240.0,GasW,TA,N,SBrkr,2640,0.0,0.0,1,1,4,1,Gd,Typ,1,Gd,Detchd,Unf,4.0,TA,TA,N,181,0,Ex,MnPrv,Shed,5,2009,WD,Normal,0,129,6.0,0.0,1,330.0,1,59.0,1,386,1,0
748,20,RL,59.0,10593,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1720.0,GasA,Ex,Y,SBrkr,1720,1.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,240,0,Ex,GdPrv,Shed,3,2010,WD,Normal,0,14,14.0,0.5343023255813953,0,245.71428571428572,1,14.0,1,210,1,0
749,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,Slab,TA,TA,No,Unf,Unf,0.0,Wall,TA,N,FuseF,1529,0.0,0.0,2,0,4,1,TA,Mod,0,Gd,Detchd,Unf,1.0,TA,TA,N,92,0,Gd,MnPrv,Shed,4,2009,WD,Normal,1,64,64.0,0.0,1,169.88888888888889,1,64.0,1,185,1,0
750,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,576.0,GasA,Gd,Y,SBrkr,1140,0.0,0.0,1,0,3,1,TA,Min2,0,Gd,Detchd,Unf,0.0,TA,TA,N,0,0,Ex,MnPrv,Shed,6,2010,WD,Normal,0,100,6.0,0.0,1,162.85714285714286,0,0.0,0,160,1,0
751,60,RL,64.0,7750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,660.0,GasA,Ex,Y,SBrkr,1320,0.0,0.0,2,1,3,1,Gd,Typ,0,TA,Attchd,Fin,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,8,2007,WD,Normal,0,4,4.0,0.0,1,220.0,1,4.0,0,48,1,0
752,20,RL,79.0,9236,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,1479.0,GasA,Ex,Y,SBrkr,1494,1.0,0.0,2,0,3,1,Gd,Typ,0,TA,Attchd,RFn,2.0,TA,TA,Y,168,0,Ex,MnPrv,Shed,7,2006,WD,Normal,0,9,9.0,0.8113590263691683,0,249.0,1,9.0,1,27,1,0
753,60,RL,80.0,10240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1030.0,GasA,Gd,Y,SBrkr,2098,0.0,0.0,2,1,3,1,Ex,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,192,0,Ex,MnPrv,Shed,3,2006,WD,Normal,0,1,1.0,0.0,1,262.25,1,1.0,1,52,1,0
754,20,RL,61.0,7930,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,1026.0,GasA,Gd,Y,SBrkr,1026,1.0,0.0,1,0,3,1,Gd,Typ,0,Gd,Detchd,RFn,2.0,TA,TA,Y,171,0,Ex,MnPrv,Shed,7,2009,WD,Normal,0,40,4.0,0.8879142300194932,0,205.2,1,40.0,1,48,1,0
755,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,729.0,GasA,Gd,Y,SBrkr,1471,0.0,0.0,2,1,3,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,3,2009,WD,Normal,0,10,10.0,0.522633744855967,1,245.16666666666666,1,10.0,0,24,1,0
756,60,RL,68.0,10769,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,866.0,GasA,Ex,Y,SBrkr,1768,0.0,0.0,2,1,3,1,Gd,Typ,0,TA,Attchd,RFn,2.0,TA,TA,Y,144,0,Ex,MnPrv,Shed,4,2009,WD,Normal,0,2,2.0,0.023094688221709007,1,252.57142857142858,1,2.0,1,105,1,0
757,60,RL,72.0,11616,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,672.0,GasA,TA,Y,SBrkr,1386,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,335,0,Ex,GdPrv,Shed,4,2010,WD,Abnorml,0,32,32.0,0.6517857142857143,1,231.0,1,32.0,1,0,0,0
758,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,744.0,GasA,Gd,Y,SBrkr,1501,0.0,0.0,2,1,3,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,8,2008,WD,Normal,0,9,9.0,0.7379032258064516,1,250.16666666666666,1,9.0,0,0,0,0
759,60,RL,65.0,12257,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,1318.0,GasA,Ex,Y,SBrkr,2531,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,222,0,Ex,GdPrv,Shed,11,2007,WD,Normal,0,12,12.0,0.09104704097116843,1,281.22222222222223,1,12.0,1,98,1,0
760,20,RL,70.0,9100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,864.0,GasA,Ex,Y,SBrkr,864,0.0,0.0,1,0,2,1,TA,Typ,0,Gd,Detchd,Unf,1.0,Ex,Ex,Y,0,0,Ex,MnPrv,Shed,10,2009,WD,Normal,0,50,50.0,0.7083333333333334,0,172.8,1,1.0,0,0,0,1
761,30,RM,60.0,6911,Pave,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,1145.0,GasA,TA,Y,SBrkr,1301,0.0,0.0,1,0,2,1,Fa,Min1,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,10,2009,WD,Normal,1,85,85.0,0.3537117903930131,0,260.2,1,44.0,0,0,0,0
762,60,FV,72.0,8640,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,756.0,GasA,Ex,Y,SBrkr,1547,0.0,0.0,2,1,3,1,Gd,Typ,0,Gd,Attchd,Unf,2.0,TA,TA,Y,169,0,Ex,GdPrv,Shed,6,2010,Con,Normal,0,1,1.0,0.031746031746031744,1,221.0,1,1.0,1,45,1,0
763,60,RL,82.0,9430,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1252.0,GasA,Ex,Y,SBrkr,2365,1.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,7,2009,WD,Normal,0,10,10.0,0.9289137380191693,1,295.625,1,10.0,0,308,1,0
764,120,RL,30.0,9549,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,1494.0,GasA,Ex,Y,SBrkr,1494,1.0,0.0,1,1,2,1,Ex,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,0,Gd,MnPrv,Shed,4,2006,WD,Normal,0,11,10.0,1.0,0,249.0,1,11.0,0,246,1,0
765,20,RL,75.0,14587,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1498.0,GasA,Ex,Y,SBrkr,1506,0.0,0.0,2,0,2,1,Ex,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,8,2008,New,Partial,0,0,0.0,0.0,0,251.0,1,0.0,0,174,1,0
766,60,RL,80.0,10421,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,980.0,GasA,TA,Y,SBrkr,1714,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,228,0,Fa,MnPrv,Shed,3,2010,WD,Normal,0,22,22.0,0.4020408163265306,1,244.85714285714286,1,22.0,1,222,1,1
767,50,RL,75.0,12508,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,983.0,GasA,Ex,Y,SBrkr,1750,1.0,0.0,2,0,4,1,TA,Mod,0,TA,Attchd,Unf,1.0,TA,TA,Y,245,0,Gd,MnPrv,Shed,7,2008,WD,Normal,0,68,23.0,0.671414038657172,1,250.0,1,19.0,1,156,1,1
768,20,RL,70.0,9100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1860.0,GasA,Ex,Y,SBrkr,1836,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,120,0,Ex,MnPrv,Shed,10,2006,WD,Normal,0,2,1.0,0.012903225806451613,0,229.5,1,2.0,1,33,1,0
769,60,RL,47.0,53504,Pave,Grvl,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,1650.0,GasA,Ex,Y,SBrkr,3279,1.0,0.0,3,1,4,1,Ex,Mod,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,503,0,Ex,MnPrv,Shed,6,2010,WD,Normal,0,7,7.0,0.8581818181818182,1,273.25,1,7.0,1,246,1,0
770,85,RL,72.0,7252,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,858.0,GasA,TA,Y,SBrkr,858,1.0,0.0,1,0,2,1,TA,Typ,0,TA,Detchd,Unf,2.0,TA,TA,Y,120,0,Ex,MnPrv,Shed,4,2009,WD,Normal,0,27,27.0,0.7983682983682984,0,171.6,1,26.0,1,0,0,0
771,20,RL,67.0,8877,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,836.0,GasA,TA,Y,FuseF,1220,0.0,0.0,1,0,2,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,Gd,MnPrv,Shed,4,2006,COD,Normal,0,55,55.0,1.0,0,203.33333333333334,1,55.0,0,0,0,0
772,80,RL,94.0,7819,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,1029.0,GasA,TA,Y,SBrkr,1117,1.0,0.0,1,0,3,1,TA,Typ,1,TA,Detchd,Unf,2.0,TA,TA,Y,144,0,Gd,MnPrv,Shed,3,2010,WD,Abnorml,0,34,34.0,0.5335276967930029,0,186.16666666666666,1,34.0,1,0,0,0
773,20,RL,70.0,10150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,912.0,GasA,Ex,Y,FuseA,912,0.0,0.0,1,0,2,1,TA,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,7,2007,COD,Normal,0,49,49.0,0.5,0,182.4,1,49.0,0,0,0,0
774,20,RL,110.0,14226,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1935.0,GasA,Gd,Y,SBrkr,1973,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,315,0,Ex,MnPrv,Shed,7,2007,New,Partial,0,1,1.0,0.0,0,219.22222222222223,1,1.0,1,45,1,0
775,120,RM,32.0,4500,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,1204.0,GasA,Ex,Y,SBrkr,1204,1.0,0.0,2,0,2,1,TA,Typ,0,TA,Attchd,Fin,2.0,TA,TA,Y,0,0,Gd,MnPrv,Shed,6,2009,WD,Normal,0,11,11.0,0.7192691029900332,0,240.8,1,11.0,0,247,1,0
776,20,RL,86.0,11210,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1614.0,GasA,Ex,Y,SBrkr,1614,0.0,0.0,2,0,3,1,Gd,Typ,0,TA,Attchd,RFn,3.0,TA,TA,Y,144,0,Ex,MnPrv,Shed,7,2006,New,Partial,0,1,0.0,0.012391573729863693,0,230.57142857142858,1,1.0,1,59,1,0
777,20,RL,100.0,13350,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,864.0,GasA,TA,Y,SBrkr,894,1.0,0.0,1,0,3,1,TA,Typ,1,Fa,Attchd,Unf,2.0,TA,TA,Y,241,0,Ex,MnPrv,Shed,6,2006,WD,Normal,0,32,32.0,0.8819444444444444,0,178.8,1,32.0,1,0,0,0
778,90,RH,60.0,8400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,Gd,TA,No,GLQ,Unf,0.0,GasA,TA,Y,SBrkr,2020,0.0,0.0,2,0,4,2,TA,Typ,2,TA,Detchd,Unf,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,10,2007,WD,Normal,0,30,30.0,0.0,0,202.0,1,30.0,0,0,0,0
779,90,RL,78.0,10530,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,975.0,GasA,TA,Y,SBrkr,1004,1.0,0.0,1,0,2,1,TA,Typ,0,TA,Attchd,Unf,2.0,TA,TA,Y,0,0,Gd,MnPrv,Shed,5,2006,WD,Normal,0,29,29.0,1.0,0,251.0,1,29.0,0,0,0,0
780,20,RL,63.0,7875,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,Unf,1237.0,GasA,Gd,Y,SBrkr,1253,0.0,0.0,2,0,3,1,TA,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,220,0,Ex,MnPrv,Shed,6,2007,WD,Normal,0,12,11.0,0.0,0,208.83333333333334,1,12.0,1,21,1,0
781,60,RL,65.0,7153,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,761.0,GasA,Ex,Y,SBrkr,1603,0.0,0.0,2,1,3,1,Gd,Typ,0,TA,Attchd,RFn,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,7,2006,WD,Normal,0,14,14.0,0.5085413929040736,1,229.0,1,14.0,0,124,1,0
782,20,RL,67.0,16285,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1413.0,GasA,Ex,Y,SBrkr,1430,0.0,0.0,2,0,3,1,Gd,Typ,0,TA,Attchd,RFn,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,6,2009,WD,Normal,0,8,7.0,0.0,0,238.33333333333334,1,8.0,0,33,1,0
783,85,RL,74.0,9101,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,1097.0,GasA,Ex,Y,SBrkr,1110,1.0,0.0,1,0,1,1,Gd,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,303,0,Gd,MnPrv,Shed,7,2009,WD,Normal,0,31,31.0,1.0,0,277.5,1,31.0,1,30,1,0
784,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,742.0,GasA,Ex,Y,SBrkr,1484,0.0,0.0,2,0,3,1,TA,Typ,1,Gd,Detchd,Unf,0.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,6,2008,WD,Normal,0,94,7.0,0.0,1,164.88888888888889,0,0.0,0,425,1,0
785,20,RL,80.0,9790,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1372.0,GasA,TA,Y,SBrkr,1342,0.0,0.0,2,0,3,1,TA,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,0,0,Fa,MnPrv,Shed,9,2009,WD,Normal,0,42,42.0,0.642128279883382,0,191.71428571428572,1,42.0,0,197,1,0
786,50,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,686.0,GasA,TA,Y,SBrkr,1652,1.0,0.0,2,0,4,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,6,2010,WD,Normal,1,95,95.0,1.0,1,236.0,1,49.0,0,196,1,1
787,60,RL,76.0,10142,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,956.0,GasA,Ex,Y,SBrkr,2084,1.0,0.0,2,1,4,1,Gd,Typ,0,TA,BuiltIn,RFn,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,1,2010,WD,Normal,0,6,6.0,0.6861924686192469,1,260.5,1,6.0,0,45,1,0
